data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-4.1862645,0.88692045,-0.3547682,-0.3547682,0.3547682,-1.6319336,-1.6319336,-1.6319336,0.7866279,0.00011260352,-0.00011260352,-0.00011260352,2.0718462,2.0718462,-2.0718462
1.0,-3.9758632,0.84611475,-0.3091573,-0.29288587,0.3417002,-1.5141824,-1.5257602,-1.4891495,0.71591014,0.00011174914,-0.000130374,-0.0001235122,1.7423255,1.6546319,-1.9156188
2.0,-3.7722063,0.8073806,-0.26912686,-0.23922388,0.32893285,-1.4054403,-1.4242681,-1.3611397,0.65186346,0.000107372674,-0.00014763743,-0.00013123328,1.4652463,1.3080198,-1.7728082
3.0,-3.5765157,0.770644,-0.2339455,-0.192661,0.3165145,-1.3051308,-1.3279848,-1.246153,0.59389216,9.972256e-05,-0.00016382991,-0.00013491875,1.2317201,1.0200711,-1.6422218
4.0,-3.3895028,0.73582137,-0.2029852,-0.15223889,0.30447778,-1.2126615,-1.2371597,-1.1426667,0.54143304,8.9210014e-05,-0.00017842003,-0.00013381502,1.0344763,0.7809258,-1.522751
5.0,-3.2115145,0.7028238,-0.17570595,-0.117137305,0.29284325,-1.1274465,-1.1518502,-1.049355,0.49396136,7.6370336e-05,-0.00019092583,-0.00012728389,0.86754817,0.58243275,-1.4133755
6.0,-3.042638,0.67156065,-0.15164272,-0.08665299,0.2816222,-1.0489204,-1.0719813,-0.96506274,0.45099372,6.182367e-05,-0.00020092695,-0.0001148154,0.7260231,0.41784593,-1.3131624
7.0,-2.8827791,0.641941,-0.13039427,-0.060181968,0.27081886,-0.97654647,-0.99739075,-0.88878113,0.41208825,4.6238223e-05,-0.000208072,-9.603323e-05,0.60584307,0.28157404,-1.2212635
8.0,-2.7317188,0.61387575,-0.11161377,-0.03720459,0.26043212,-0.90982133,-0.9278599,-0.8196284,0.37684342,3.0297448e-05,-0.00021208214,-7.069405e-05,0.5036456,0.16897511,-1.1369094
9.0,-2.5891557,0.5872783,-0.0950009,-0.017272891,0.25045693,-0.8482768,-0.86313653,-0.75683206,0.3448958,1.4672502e-05,-0.00021275129,-3.8682054e-05,0.41663566,0.07618899,-1.0594046
